Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, class
DET, .527, 7.8, 12.8, .176, CLE,  .563,  10.4,  30.8,  .138,  loss
SAS,  .532,  9.5,  17.5,  .182, MEM, .439, 13.4, 31.9, .183,  win
MEM, .439, 13.4, 31.9, .183, SAS,  .532,  9.5,  17.5,  .182,  loss
MIA,  .386,  13.2,  24.0,  .241, CHO, .417, 2.9, 18.0, .233,  loss
CHO, .417, 2.9, 18.0, .233, MIA,  .386,  13.2,  24.0,  .241,  win
OKC,  .572,  8.4,  31.6,  .289, DAL, .566, 10.8, 18.9, .169,  win
DAL, .566, 10.8, 18.9, .169, OKC,  .572,  8.4,  31.6,  .289,  loss
TOR,  .419,  16.3,  28.2,  .284, IND, .506, 11.4, 34.1, .165,  loss
IND, .506, 11.4, 34.1, .165, TOR,  .419,  16.3,  28.2,  .284,  win
LAC,  .426,  9.2,  21.6,  .148, POR, .460, 14.1, 32.7, .184,  loss
POR, .460, 14.1, 32.7, .184, LAC,  .426,  9.2,  21.6,  .148,  win
ATL,  .434,  11.8,  23.1,  .091, BOS, .484, 12.0, 24.5, .138,  loss
BOS, .484, 12.0, 24.5, .138, ATL,  .434,  11.8,  23.1,  .091,  win
CLE,  .494,  5.1,  22.2,  .174, DET, .553, 9.6, 18.4, .184,  win
DET, .553, 9.6, 18.4, .184, CLE,  .494,  5.1,  22.2,  .174,  loss
GSW,  .635,  14.3,  16.7,  .090, HOU, .455, 16.0, 20.0, .295,  win
HOU, .455, 16.0, 20.0, .295, GSW,  .635,  14.3,  16.7,  .090,  loss
SAS,  .556,  9.6,  36.1,  .321, MEM, .481, 15.9, 33.3, .256,  win
MEM, .481, 15.9, 33.3, .256, SAS,  .556,  9.6,  36.1,  .321,  loss
MIA,  .467,  16.6,  25.0,  .184, CHO, .427, 9.3, 14.3, .333,  loss
CHO, .427, 9.3, 14.3, .333, MIA,  .467,  16.6,  25.0,  .184,  win
DAL,  .519,  8.9,  31.7,  .247, OKC, .568, 7.8, 38.9, .321,  loss
OKC, .568, 7.8, 38.9, .321, DAL,  .519,  8.9,  31.7,  .247,  win
LAC,  .399,  8.5,  19.2,  .202, POR, .483, 13.7, 33.3, .148,  loss
POR, .483, 13.7, 33.3, .148, LAC,  .399,  8.5,  19.2,  .202,  win
BOS,  .422,  18.5,  20.8,  .234, ATL, .510, 10.4, 27.7, .125,  loss
ATL, .510, 10.4, 27.7, .125, BOS,  .422,  18.5,  20.8,  .234,  win
IND,  .541,  14.4,  21.6,  .274, TOR, .439, 6.7, 26.7, .366,  loss
TOR, .439, 6.7, 26.7, .366, IND,  .541,  14.4,  21.6,  .274,  win
HOU,  .358,  14.1,  39.3,  .137, GSW, .628, 9.1, 16.2, .134,  loss
GSW, .628, 9.1, 16.2, .134, HOU,  .358,  14.1,  39.3,  .137,  win
POR,  .518,  8.4,  19.6,  .265, LAC, .453, 9.2, 15.4, .233,  win
LAC, .453, 9.2, 15.4, .233, POR,  .518,  8.4,  19.6,  .265,  loss
CHO,  .464,  11.7,  10.2,  .143, MIA, .451, 13.5, 14.3, .185,  win
MIA, .451, 13.5, 14.3, .185, CHO,  .464,  11.7,  10.2,  .143,  loss
ATL,  .568,  17.3,  8.3,  .270, BOS, .399, 10.5, 20.4, .181,  win
BOS, .399, 10.5, 20.4, .181, ATL,  .568,  17.3,  8.3,  .270,  loss
MIA,  .506,  11.8,  29.7,  .157, CHO, .454, 9.4, 12.5, .276,  win
CHO, .454, 9.4, 12.5, .276, MIA,  .506,  11.8,  29.7,  .157,  loss
TOR,  .424,  15.1,  31.9,  .203, IND, .513, 13.8, 32.4, .303,  loss
IND, .513, 13.8, 32.4, .303, TOR,  .424,  15.1,  31.9,  .203,  win
LAC,  .471,  7.4,  36.4,  .241, POR, .523, 11.1, 37.5, .186,  loss
POR, .523, 11.1, 37.5, .186, LAC,  .471,  7.4,  36.4,  .241,  win
OKC,  .447,  9.6,  22.4,  .188, SAS, .661, 8.0, 15.6, .155,  loss
SAS, .661, 8.0, 15.6, .155, OKC,  .447,  9.6,  22.4,  .188,  win
POR,  .454,  7.8,  20.4,  .186, GSW, .533, 10.6, 34.8, .231,  loss
GSW, .533, 10.6, 34.8, .231, POR,  .454,  7.8,  20.4,  .186,  win
CHO,  .363,  7.3,  5.9,  .143, MIA, .534, 8.6, 23.3, .124,  loss
MIA, .534, 8.6, 23.3, .124, CHO,  .363,  7.3,  5.9,  .143,  win
IND,  .527,  14.5,  13.9,  .096, TOR, .427, 7.7, 35.3, .146,  loss
TOR, .427, 7.7, 35.3, .146, IND,  .527,  14.5,  13.9,  .096,  win
ATL,  .443,  11.1,  30.6,  .184, CLE, .536, 8.0, 23.3, .181,  loss
CLE, .536, 8.0, 23.3, .181, ATL,  .443,  11.1,  30.6,  .184,  win
OKC,  .513,  16.9,  24.3,  .215, SAS, .457, 9.1, 18.8, .117,  win
SAS, .457, 9.1, 18.8, .117, OKC,  .513,  16.9,  24.3,  .215,  loss
POR,  .525,  15.9,  13.6,  .173, GSW, .505, 9.1, 23.3, .198,  loss
GSW, .505, 9.1, 23.3, .198, POR,  .525,  15.9,  13.6,  .173,  win
MIA,  .494,  14.8,  22.9,  .157, TOR, .478, 13.6, 8.9, .124,  win
TOR, .478, 13.6, 8.9, .124, MIA,  .494,  14.8,  22.9,  .157,  loss
ATL,  .500,  16.0,  20.5,  .380, CLE, .615, 7.6, 27.3, .184,  loss
CLE, .615, 7.6, 27.3, .184, ATL,  .500,  16.0,  20.5,  .380,  win
MIA,  .525,  19.9,  25.7,  .114, TOR, .441, 7.9, 26.5, .151,  loss
TOR, .441, 7.9, 26.5, .151, MIA,  .525,  19.9,  25.7,  .114,  win
CLE,  .618,  15.7,  45.0,  .188, ATL, .583, 13.6, 14.0, .119,  win
ATL, .583, 13.6, 14.0, .119, CLE,  .618,  15.7,  45.0,  .188,  loss
SAS,  .500,  8.1,  11.4,  .316, OKC, .476, 13.4, 25.0, .220,  win
OKC, .476, 13.4, 25.0, .220, SAS,  .500,  8.1,  11.4,  .316,  loss
TOR,  .529,  13.6,  16.7,  .300, MIA, .455, 9.3, 21.6, .273,  win
MIA, .455, 9.3, 21.6, .273, TOR,  .529,  13.6,  16.7,  .300,  loss
GSW,  .557,  11.2,  26.8,  .114, POR, .564, 9.2, 26.2, .267,  loss
POR, .564, 9.2, 26.2, .267, GSW,  .557,  11.2,  26.8,  .114,  win
CLE,  .523,  13.8,  29.8,  .091, ATL, .536, 11.9, 25.0, .120,  win
ATL, .536, 11.9, 25.0, .120, CLE,  .523,  13.8,  29.8,  .091,  loss
SAS,  .482,  11.5,  23.1,  .176, OKC, .563, 11.6, 28.6, .278,  loss
OKC, .563, 11.6, 28.6, .278, SAS,  .482,  11.5,  23.1,  .176,  win
TOR,  .429,  13.2,  17.5,  .179, MIA, .456, 10.8, 15.8, .263,  loss
MIA, .456, 10.8, 15.8, .263, TOR,  .429,  13.2,  17.5,  .179,  win
GSW,  .553,  11.3,  22.7,  .284, POR, .476, 13.0, 31.6, .226,  win
POR, .476, 13.0, 31.6, .226, GSW,  .553,  11.3,  22.7,  .284,  loss
OKC,  .481,  18.3,  36.6,  .256, SAS, .443, 6.8, 20.4, .148,  win
SAS, .443, 6.8, 20.4, .148, OKC,  .481,  18.3,  36.6,  .256,  loss
POR,  .500,  8.4,  27.1,  .315, GSW, .595, 14.2, 20.9, .298,  loss
GSW, .595, 14.2, 20.9, .298, POR,  .500,  8.4,  27.1,  .315,  win
MIA,  .442,  12.7,  31.7,  .299, TOR, .475, 8.9, 26.2, .272,  loss
TOR, .475, 8.9, 26.2, .272, MIA,  .442,  12.7,  31.7,  .299,  win
SAS,  .462,  9.1,  21.7,  .140, OKC, .506, 9.2, 31.8, .318,  loss
OKC, .506, 9.2, 31.8, .318, SAS,  .462,  9.1,  21.7,  .140,  win
TOR,  .439,  7.9,  19.0,  .232, MIA, .518, 7.0, 16.7, .190,  loss
MIA, .518, 7.0, 16.7, .190, TOR,  .439,  7.9,  19.0,  .232,  win
MIA,  .493,  13.7,  18.9,  .250, TOR, .512, 8.0, 46.5, .341,  loss
TOR, .512, 8.0, 46.5, .341, MIA,  .493,  13.7,  18.9,  .250,  win
OKC,  .483,  9.6,  21.7,  .247, GSW, .500, 12.4, 16.0, .121,  win
GSW, .500, 12.4, 16.0, .121, OKC,  .483,  9.6,  21.7,  .247,  loss
TOR,  .454,  14.2,  10.3,  .197, CLE, .601, 15.3, 34.5, .351,  loss
CLE, .601, 15.3, 34.5, .351, TOR,  .454,  14.2,  10.3,  .197,  win
OKC,  .494,  14.8,  18.9,  .179, GSW, .582, 11.0, 34.1, .224,  loss
GSW, .582, 11.0, 34.1, .224, OKC,  .494,  14.8,  18.9,  .179,  win
TOR,  .457,  11.8,  15.2,  .171, CLE, .546, 8.9, 18.4, .329,  loss
CLE, .546, 8.9, 18.4, .329, TOR,  .457,  11.8,  15.2,  .171,  win
CLE,  .443,  9.5,  16.0,  .177, TOR, .530, 9.2, 27.3, .133,  loss
TOR, .530, 9.2, 27.3, .133, CLE,  .443,  9.5,  16.0,  .177,  win
GSW,  .467,  11.2,  19.6,  .207, OKC, .543, 10.0, 28.2, .359,  loss
OKC, .543, 10.0, 28.2, .359, GSW,  .467,  11.2,  19.6,  .207,  win
CLE,  .548,  10.3,  27.8,  .096, TOR, .583, 8.5, 24.3, .179,  loss
TOR, .583, 8.5, 24.3, .179, CLE,  .548,  10.3,  27.8,  .096,  win
GSW,  .469,  18.5,  16.7,  .238, OKC, .483, 13.6, 33.3, .344,  loss
OKC, .483, 13.6, 33.3, .344, GSW,  .469,  18.5,  16.7,  .238,  win
TOR,  .413,  17.6,  11.6,  .304, CLE, .636, 15.4, 31.3, .234,  loss
CLE, .636, 15.4, 31.3, .234, TOR,  .413,  17.6,  11.6,  .304,  win
OKC,  .500,  14.3,  27.7,  .220, GSW, .524, 13.0, 25.6, .365,  loss
GSW, .524, 13.0, 25.6, .365, OKC,  .500,  14.3,  27.7,  .220,  win
CLE,  .655,  10.7,  13.3,  .216, TOR, .468, 12.2, 17.1, .165,  win
TOR, .468, 12.2, 17.1, .165, CLE,  .655,  10.7,  13.3,  .216,  loss
GSW,  .528,  12.4,  28.3,  .170, OKC, .439, 12.6, 34.0, .244,  win
OKC, .439, 12.6, 34.0, .244, GSW,  .528,  12.4,  28.3,  .170,  loss
OKC,  .421,  6.8,  28.0,  .146, GSW, .535, 11.1, 23.3, .059,  loss
GSW, .535, 11.1, 23.3, .059, OKC,  .421,  6.8,  28.0,  .146,  win
CLE,  .423,  13.9,  31.9,  .214, GSW, .546, 9.0, 22.0, .103,  loss
GSW, .546, 9.0, 22.0, .103, CLE,  .423,  13.9,  31.9,  .214,  win
CLE,  .386,  16.0,  20.9,  .203, GSW, .636, 19.0, 32.4, .086,  loss
GSW, .636, 19.0, 32.4, .086, CLE,  .386,  16.0,  20.9,  .203,  win
GSW,  .480,  17.1,  18.6,  .224, CLE, .593, 11.7, 41.5, .132,  loss
CLE, .593, 11.7, 41.5, .132, GSW,  .480,  17.1,  18.6,  .224,  win
GSW,  .512,  7.8,  36.8,  .309, CLE, .506, 10.6, 35.6, .185,  win
CLE, .506, 10.6, 35.6, .185, GSW,  .512,  7.8,  36.8,  .309,  loss
CLE,  .590,  14.7,  21.1,  .169, GSW, .443, 14.6, 28.3, .216,  win
GSW, .443, 14.6, 28.3, .216, CLE,  .590,  14.7,  21.1,  .169,  loss
GSW,  .494,  12.9,  19.6,  .244, CLE, .584, 9.9, 23.5, .325,  loss
CLE, .584, 9.9, 23.5, .325, GSW,  .494,  12.9,  19.6,  .244,  win
CLE,  .439,  10.6,  22.0,  .256, GSW, .476, 10.1, 15.2, .120,  win
GSW, .476, 10.1, 15.2, .120, CLE,  .439,  10.6,  22.0,  .256,  loss
NYK,  .420,  15.8,  24.5,  .172, CLE, .548, 12.0, 27.5, .149,  loss
CLE, .548, 12.0, 27.5, .149, NYK,  .420,  15.8,  24.5,  .172,  win
SAS,  .541,  10.6,  43.8,  .235, GSW, .512, 14.7, 19.0, .153,  win
GSW, .512, 14.7, 19.0, .153, SAS,  .541,  10.6,  43.8,  .235,  loss
UTA,  .537,  11.0,  17.1,  .195, POR, .607, 12.4, 16.7, .293,  loss
POR, .607, 12.4, 16.7, .293, UTA,  .537,  11.0,  17.1,  .195,  win
BRK,  .521,  13.1,  30.0,  .165, BOS, .601, 16.4, 29.3, .169,  loss
BOS, .601, 16.4, 29.3, .169, BRK,  .521,  13.1,  30.0,  .165,  win
DAL,  .519,  11.8,  18.5,  .125, IND, .559, 12.9, 17.0, .280,  loss
IND, .559, 12.9, 17.0, .280, DAL,  .519,  11.8,  18.5,  .125,  win
HOU,  .552,  12.5,  26.3,  .221, LAL, .573, 13.2, 27.5, .202,  loss
LAL, .573, 13.2, 27.5, .202, HOU,  .552,  12.5,  26.3,  .221,  win
MIN,  .453,  9.2,  30.6,  .233, MEM, .519, 12.4, 26.8, .238,  loss
MEM, .519, 12.4, 26.8, .238, MIN,  .453,  9.2,  30.6,  .233,  win
CHO,  .489,  9.1,  23.4,  .225, MIL, .440, 7.4, 20.0, .163,  win
MIL, .440, 7.4, 20.0, .163, CHO,  .489,  9.1,  23.4,  .225,  loss
DEN,  .494,  19.7,  28.2,  .301, NOP, .429, 9.6, 9.6, .250,  win
NOP, .429, 9.6, 9.6, .250, DEN,  .494,  19.7,  28.2,  .301,  loss
MIA,  .505,  8.8,  34.8,  .103, ORL, .416, 9.8, 29.4, .247,  win
ORL, .416, 9.8, 29.4, .247, MIA,  .505,  8.8,  34.8,  .103,  loss
OKC,  .447,  8.7,  25.5,  .202, PHI, .470, 12.0, 11.1, .214,  win
PHI, .470, 12.0, 11.1, .214, OKC,  .447,  8.7,  25.5,  .202,  loss
SAC,  .547,  11.8,  24.4,  .221, PHO, .494, 16.8, 24.4, .234,  win
PHO, .494, 16.8, 24.4, .234, SAC,  .547,  11.8,  24.4,  .221,  loss
DET,  .440,  12.2,  17.8,  .202, TOR, .494, 10.0, 30.4, .279,  loss
TOR, .494, 10.0, 30.4, .279, DET,  .440,  12.2,  17.8,  .202,  win
WAS,  .457,  15.7,  24.0,  .138, ATL, .568, 18.0, 33.3, .159,  loss
ATL, .568, 18.0, 33.3, .159, WAS,  .457,  15.7,  24.0,  .138,  win
BOS,  .553,  11.3,  7.5,  .197, CHI, .451, 10.2, 35.3, .239,  loss
CHI, .451, 10.2, 35.3, .239, BOS,  .553,  11.3,  7.5,  .197,  win
LAC,  .451,  5.9,  27.8,  .352, POR, .482, 12.4, 21.4, .282,  win
POR, .482, 12.4, 21.4, .282, LAC,  .451,  5.9,  27.8,  .352,  loss
SAS,  .494,  9.0,  20.9,  .304, SAC, .443, 14.7, 16.2, .457,  win
SAC, .443, 14.7, 16.2, .457, SAS,  .494,  9.0,  20.9,  .304,  loss
IND,  .413,  10.9,  25.9,  .133, BRK, .494, 14.3, 25.5, .195,  loss
BRK, .494, 14.3, 25.5, .195, IND,  .413,  10.9,  25.9,  .133,  win
HOU,  .579,  17.7,  15.2,  .357, DAL, .488, 9.0, 14.3, .250,  win
DAL, .488, 9.0, 14.3, .250, HOU,  .579,  17.7,  15.2,  .357,  loss
ORL,  .389,  8.2,  24.1,  .084, DET, .542, 10.9, 23.1, .053,  loss
DET, .542, 10.9, 23.1, .053, ORL,  .389,  8.2,  24.1,  .084,  win
CHO,  .418,  7.2,  24.1,  .217, MIA, .453, 16.7, 23.4, .151,  win
MIA, .453, 16.7, 23.4, .151, CHO,  .418,  7.2,  24.1,  .217,  loss
GSW,  .533,  11.9,  19.6,  .275, NOP, .495, 10.6, 23.1, .150,  win
NOP, .495, 10.6, 23.1, .150, GSW,  .533,  11.9,  19.6,  .275,  loss
PHO,  .473,  12.2,  14.0,  .223, OKC, .443, 16.3, 27.5, .292,  loss
OKC, .443, 16.3, 27.5, .292, PHO,  .473,  12.2,  14.0,  .223,  win
CLE,  .494,  16.1,  21.4,  .203, TOR, .411, 15.5, 36.7, .189,  win
TOR, .411, 15.5, 36.7, .189, CLE,  .494,  16.1,  21.4,  .203,  loss
LAL,  .435,  13.1,  24.4,  .190, UTA, .453, 13.1, 28.9, .373,  loss
UTA, .453, 13.1, 28.9, .373, LAL,  .435,  13.1,  24.4,  .190,  win
IND,  .528,  12.4,  19.0,  .091, CHI, .576, 11.2, 34.2, .221,  loss
CHI, .576, 11.2, 34.2, .221, IND,  .528,  12.4,  19.0,  .091,  win
BOS,  .574,  12.8,  11.1,  .136, CHO, .462, 7.9, 13.6, .316,  win
CHO, .462, 7.9, 13.6, .316, BOS,  .574,  12.8,  11.1,  .136,  loss
ORL,  .500,  17.3,  32.5,  .179, CLE, .472, 8.2, 26.0, .250,  loss
CLE, .472, 8.2, 26.0, .250, ORL,  .500,  17.3,  32.5,  .179,  win
POR,  .510,  12.3,  10.0,  .153, DEN, .410, 12.7, 28.6, .310,  win
DEN, .410, 12.7, 28.6, .310, POR,  .510,  12.3,  10.0,  .153,  loss
BRK,  .506,  15.7,  23.4,  .274, MIL, .511, 12.4, 19.0, .227,  loss
MIL, .511, 12.4, 19.0, .227, BRK,  .506,  15.7,  23.4,  .274,  win
MEM,  .483,  11.0,  23.9,  .244, NYK, .566, 11.4, 17.1, .329,  loss
NYK, .566, 11.4, 17.1, .329, MEM,  .483,  11.0,  23.9,  .244,  win
ATL,  .524,  11.2,  14.6,  .176, PHI, .381, 18.8, 8.9, .138,  win
PHI, .381, 18.8, 8.9, .138, ATL,  .524,  11.2,  14.6,  .176,  loss
MIN,  .579,  11.6,  25.9,  .314, SAC, .512, 11.9, 27.5, .224,  loss
SAC, .512, 11.9, 27.5, .224, MIN,  .579,  11.6,  25.9,  .314,  win
NOP,  .395,  8.9,  13.7,  .128, SAS, .482, 8.8, 13.6, .217,  loss
SAS, .482, 8.8, 13.6, .217, NOP,  .395,  8.9,  13.7,  .128,  win
MIL,  .414,  11.4,  19.2,  .126, DET, .472, 13.4, 34.8, .170,  loss
DET, .472, 13.4, 34.8, .170, MIL,  .414,  11.4,  19.2,  .126,  win
DAL,  .436,  8.7,  25.5,  .198, HOU, .488, 15.9, 23.1, .173,  loss
HOU, .488, 15.9, 23.1, .173, DAL,  .436,  8.7,  25.5,  .198,  win
UTA,  .445,  18.6,  16.7,  .137, LAC, .446, 12.4, 28.0, .169,  loss
LAC, .446, 12.4, 28.0, .169, UTA,  .445,  18.6,  16.7,  .137,  win
WAS,  .471,  12.6,  18.2,  .256, MEM, .528, 12.3, 25.6, .216,  loss
MEM, .528, 12.3, 25.6, .216, WAS,  .471,  12.6,  18.2,  .256,  win
SAS,  .512,  13.8,  31.8,  .268, MIA, .506, 11.6, 16.7, .225,  win
MIA, .506, 11.6, 16.7, .225, SAS,  .512,  13.8,  31.8,  .268,  loss
LAL,  .443,  17.7,  23.9,  .218, OKC, .521, 15.6, 25.0, .147,  loss
OKC, .521, 15.6, 25.0, .147, LAL,  .443,  17.7,  23.9,  .218,  win
GSW,  .470,  13.3,  15.2,  .337, PHO, .456, 9.8, 23.4, .200,  win
PHO, .456, 9.8, 23.4, .200, GSW,  .470,  13.3,  15.2,  .337,  loss
SAC,  .547,  18.6,  18.8,  .173, ATL, .487, 11.5, 34.7, .367,  loss
ATL, .487, 11.5, 34.7, .367, SAC,  .547,  18.6,  18.8,  .173,  win
CHI,  .567,  16.4,  31.0,  .191, BRK, .370, 12.5, 26.2, .177,  win
BRK, .370, 12.5, 26.2, .177, CHI,  .567,  16.4,  31.0,  .191,  loss
PHO,  .446,  17.0,  20.4,  .274, LAC, .538, 14.2, 12.8, .375,  loss
LAC, .538, 14.2, 12.8, .375, PHO,  .446,  17.0,  20.4,  .274,  win
DEN,  .463,  7.7,  25.6,  .333, TOR, .489, 6.6, 23.9, .216,  loss
TOR, .489, 6.6, 23.9, .216, DEN,  .463,  7.7,  25.6,  .333,  win
HOU,  .572,  6.5,  24.4,  .189, CLE, .614, 10.2, 36.4, .313,  loss
CLE, .614, 10.2, 36.4, .313, HOU,  .572,  6.5,  24.4,  .189,  win
NYK,  .448,  10.6,  17.4,  .140, DET, .506, 9.2, 22.2, .135,  loss
DET, .506, 9.2, 22.2, .135, NYK,  .448,  10.6,  17.4,  .140,  win
LAL,  .483,  16.0,  25.6,  .247, IND, .529, 13.1, 25.0, .264,  loss
IND, .529, 13.1, 25.0, .264, LAL,  .483,  16.0,  25.6,  .247,  win
SAC,  .410,  12.9,  18.8,  .258, MIA, .506, 13.2, 12.0, .244,  loss
MIA, .506, 13.2, 12.0, .244, SAC,  .410,  12.9,  18.8,  .258,  win
MEM,  .387,  18.6,  16.7,  .293, MIN, .628, 19.2, 29.4, .231,  loss
MIN, .628, 19.2, 29.4, .231, MEM,  .387,  18.6,  16.7,  .293,  win
MIL,  .538,  13.0,  25.0,  .209, NOP, .494, 11.5, 19.1, .390,  win
NOP, .494, 11.5, 19.1, .390, MIL,  .538,  13.0,  25.0,  .209,  loss
ORL,  .484,  9.1,  25.5,  .140, PHI, .549, 14.6, 20.6, .148,  win
PHI, .549, 14.6, 20.6, .148, ORL,  .484,  9.1,  25.5,  .140,  loss
GSW,  .618,  13.9,  21.2,  .191, POR, .512, 15.9, 13.6, .186,  win
POR, .512, 15.9, 13.6, .186, GSW,  .618,  13.9,  21.2,  .191,  loss
UTA,  .599,  10.6,  6.3,  .197, SAS, .474, 9.6, 9.8, .250,  win
SAS, .474, 9.6, 9.8, .250, UTA,  .599,  10.6,  6.3,  .197,  loss
LAL,  .583,  13.2,  28.9,  .200, ATL, .547, 15.5, 24.4, .271,  win
ATL, .547, 15.5, 24.4, .271, LAL,  .583,  13.2,  28.9,  .200,  loss
CHI,  .475,  16.7,  34.1,  .284, BOS, .552, 11.3, 22.7, .126,  loss
BOS, .552, 11.3, 22.7, .126, CHI,  .475,  16.7,  34.1,  .284,  win
DET,  .472,  11.8,  20.0,  .205, BRK, .625, 18.5, 15.2, .184,  loss
BRK, .625, 18.5, 15.2, .184, DET,  .472,  11.8,  20.0,  .205,  win
PHI,  .465,  15.5,  18.6,  .151, CHO, .576, 14.2, 23.7, .228,  loss
CHO, .576, 14.2, 23.7, .228, PHI,  .465,  15.5,  18.6,  .151,  win
OKC,  .435,  18.5,  23.3,  .143, LAC, .431, 15.2, 16.0, .092,  win
LAC, .431, 15.2, 16.0, .092, OKC,  .435,  18.5,  23.3,  .143,  loss
NOP,  .438,  19.3,  11.4,  .148, MEM, .394, 14.2, 25.5, .160,  loss
MEM, .394, 14.2, 25.5, .160, NOP,  .438,  19.3,  11.4,  .148,  win
HOU,  .556,  15.8,  41.3,  .213, NYK, .482, 14.3, 16.7, .200,  win
NYK, .482, 14.3, 16.7, .200, HOU,  .556,  15.8,  41.3,  .213,  loss
POR,  .475,  11.3,  18.2,  .188, PHO, .451, 9.4, 24.6, .243,  loss
PHO, .451, 9.4, 24.6, .243, POR,  .475,  11.3,  18.2,  .188,  win
DAL,  .474,  12.8,  15.0,  .104, UTA, .532, 11.9, 18.9, .195,  loss
UTA, .532, 11.9, 18.9, .195, DAL,  .474,  12.8,  15.0,  .104,  win
TOR,  .623,  12.9,  11.8,  .221, WAS, .604, 19.5, 18.2, .222,  win
WAS, .604, 19.5, 18.2, .222, TOR,  .623,  12.9,  11.8,  .221,  loss
BOS,  .536,  7.0,  22.2,  .198, CLE, .571, 7.4, 19.4, .381,  loss
CLE, .571, 7.4, 19.4, .381, BOS,  .536,  7.0,  22.2,  .198,  win
OKC,  .460,  13.9,  29.5,  .184, GSW, .596, 13.3, 34.9, .180,  loss
GSW, .596, 13.3, 34.9, .180, OKC,  .460,  13.9,  29.5,  .184,  win
IND,  .531,  18.4,  25.6,  .259, MIL, .646, 18.5, 35.3, .232,  loss
MIL, .646, 18.5, 35.3, .232, IND,  .531,  18.4,  25.6,  .259,  win
DEN,  .519,  17.9,  19.4,  .222, MIN, .449, 13.9, 27.5, .227,  win
MIN, .449, 13.9, 27.5, .227, DEN,  .519,  17.9,  19.4,  .222,  loss
SAC,  .519,  13.8,  26.2,  .138, ORL, .512, 12.9, 31.7, .190,  loss
ORL, .512, 12.9, 31.7, .190, SAC,  .519,  13.8,  26.2,  .138,  win
CHO,  .477,  14.2,  15.2,  .198, BRK, .454, 13.5, 14.3, .184,  win
BRK, .454, 13.5, 14.3, .184, CHO,  .477,  14.2,  15.2,  .198,  loss
NYK,  .567,  4.8,  28.9,  .180, CHI, .488, 11.1, 34.1, .262,  win
CHI, .488, 11.1, 34.1, .262, NYK,  .567,  4.8,  28.9,  .180,  loss
POR,  .525,  13.3,  15.9,  .263, DAL, .470, 11.6, 16.7, .205,  win
DAL, .470, 11.6, 16.7, .205, POR,  .525,  13.3,  15.9,  .263,  loss
GSW,  .483,  17.4,  20.5,  .163, LAL, .516, 13.3, 34.0, .200,  loss
LAL, .516, 13.3, 34.0, .200, GSW,  .483,  17.4,  20.5,  .163,  win
LAC,  .424,  10.0,  23.9,  .318, MEM, .423, 16.1, 26.5, .202,  win
MEM, .423, 16.1, 26.5, .202, LAC,  .424,  10.0,  23.9,  .318,  loss
PHO,  .473,  12.5,  24.5,  .258, NOP, .511, 7.0, 11.3, .160,  win
NOP, .511, 7.0, 11.3, .160, PHO,  .473,  12.5,  24.5,  .258,  loss
MIA,  .438,  12.1,  24.5,  .114, TOR, .476, 14.0, 29.5, .190,  loss
TOR, .476, 14.0, 29.5, .190, MIA,  .438,  12.1,  24.5,  .114,  win
SAS,  .482,  10.6,  21.4,  .241, UTA, .444, 11.7, 18.4, .188,  win
UTA, .444, 11.7, 18.4, .188, SAS,  .482,  10.6,  21.4,  .241,  loss
ATL,  .416,  15.4,  22.2,  .277, WAS, .419, 16.6, 22.9, .350,  loss
WAS, .419, 16.6, 22.9, .350, ATL,  .416,  15.4,  22.2,  .277,  win
HOU,  .506,  22.3,  27.9,  .129, ATL, .576, 16.6, 29.5, .165,  loss
ATL, .576, 16.6, 29.5, .165, HOU,  .506,  22.3,  27.9,  .129,  win
DEN,  .367,  13.5,  29.6,  .181, DET, .518, 12.2, 22.0, .190,  loss
DET, .518, 12.2, 22.0, .190, DEN,  .367,  13.5,  29.6,  .181,  win
CHI,  .468,  15.1,  31.7,  .253, IND, .605, 10.8, 22.9, .081,  loss
IND, .605, 10.8, 22.9, .081, CHI,  .468,  15.1,  31.7,  .253,  win
SAC,  .452,  13.2,  26.5,  .179, MIL, .585, 13.9, 42.5, .256,  loss
MIL, .585, 13.9, 42.5, .256, SAC,  .452,  13.2,  26.5,  .179,  win
MIN,  .417,  14.9,  36.2,  .262, OKC, .564, 11.1, 31.4, .174,  loss
OKC, .564, 11.1, 31.4, .174, MIN,  .417,  14.9,  36.2,  .262,  win
WAS,  .430,  9.7,  29.8,  .140, ORL, .455, 8.2, 22.2, .218,  loss
ORL, .455, 8.2, 22.2, .218, WAS,  .430,  9.7,  29.8,  .140,  win
CLE,  .484,  13.9,  21.6,  .154, PHI, .540, 15.6, 11.6, .080,  win
PHI, .540, 15.6, 11.6, .080, CLE,  .484,  13.9,  21.6,  .154,  loss
LAC,  .566,  7.6,  17.5,  .143, SAS, .473, 15.0, 17.1, .297,  win
SAS, .473, 15.0, 17.1, .297, LAC,  .566,  7.6,  17.5,  .143,  loss
DEN,  .589,  14.8,  24.3,  .286, BOS, .500, 10.0, 22.4, .189,  win
BOS, .500, 10.0, 22.4, .189, DEN,  .589,  14.8,  24.3,  .286,  loss
MIL,  .402,  23.6,  20.0,  .110, DAL, .426, 13.9, 19.2, .125,  loss
DAL, .426, 13.9, 19.2, .125, MIL,  .402,  23.6,  20.0,  .110,  win
