Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, class
DEN, .485, 5.3, 22.9, .141, NYK,  .480,  15.6,  15.0,  .293,  win
ORL,  .520,  10.2,  10.3,  .250, LAL, .549, 14.1, 24.4, .222,  loss
LAL, .549, 14.1, 24.4, .222, ORL,  .520,  10.2,  10.3,  .250,  win
SAS,  .576,  8.8,  24.3,  .212, MIN, .481, 14.7, 15.9, .190,  win
MIN, .481, 14.7, 15.9, .190, SAS,  .576,  8.8,  24.3,  .212,  loss
WAS,  .495,  9.9,  23.1,  .111, POR, .517, 16.3, 28.3, .270,  loss
POR, .517, 16.3, 28.3, .270, WAS,  .495,  9.9,  23.1,  .111,  win
BRK,  .549,  14.9,  17.6,  .110, TOR, .538, 15.2, 34.3, .256,  loss
TOR, .538, 15.2, 34.3, .256, BRK,  .549,  14.9,  17.6,  .110,  win
ATL,  .525,  15.7,  9.3,  .088, UTA, .390, 17.2, 28.8, .198,  win
UTA, .390, 17.2, 28.8, .198, ATL,  .525,  15.7,  9.3,  .088,  loss
MEM,  .423,  16.3,  34.0,  .298, BOS, .557, 11.8, 17.9, .218,  loss
BOS, .557, 11.8, 17.9, .218, MEM,  .423,  16.3,  34.0,  .298,  win
NOP,  .529,  10.2,  13.3,  .271, CHO, .555, 4.8, 9.8, .378,  loss
CHO, .555, 4.8, 9.8, .378, NOP,  .529,  10.2,  13.3,  .271,  win
DET,  .500,  10.1,  31.3,  .200, DAL, .506, 8.1, 16.3, .105,  win
DAL, .506, 8.1, 16.3, .105, DET,  .500,  10.1,  31.3,  .200,  loss
UTA,  .456,  16.3,  31.8,  .278, GSW, .649, 14.5, 24.3, .071,  loss
GSW, .649, 14.5, 24.3, .071, UTA,  .456,  16.3,  31.8,  .278,  win
MIA,  .563,  14.5,  31.3,  .225, MIL, .550, 11.9, 29.3, .325,  loss
MIL, .550, 11.9, 29.3, .325, MIA,  .563,  14.5,  31.3,  .225,  win
LAC,  .580,  9.9,  4.5,  .173, OKC, .577, 13.9, 27.0, .165,  loss
OKC, .577, 13.9, 27.0, .165, LAC,  .580,  9.9,  4.5,  .173,  win
HOU,  .506,  11.1,  39.5,  .360, PHI, .477, 15.2, 36.4, .256,  win
PHI, .477, 15.2, 36.4, .256, HOU,  .506,  11.1,  39.5,  .360,  loss
NYK,  .659,  9.8,  20.0,  .244, PHO, .489, 10.3, 21.7, .112,  win
PHO, .489, 10.3, 21.7, .112, NYK,  .659,  9.8,  20.0,  .244,  loss
CLE,  .506,  11.0,  31.3,  .322, SAC, .524, 8.4, 12.2, .274,  win
SAC, .524, 8.4, 12.2, .274, CLE,  .506,  11.0,  31.3,  .322,  loss
PHO,  .404,  11.9,  29.6,  .292, DEN, .555, 10.0, 23.4, .165,  loss
DEN, .555, 10.0, 23.4, .165, PHO,  .404,  11.9,  29.6,  .292,  win
CLE,  .624,  7.9,  23.1,  .165, LAL, .569, 10.1, 12.1, .213,  win
LAL, .569, 10.1, 12.1, .213, CLE,  .624,  7.9,  23.1,  .165,  loss
CHI,  .517,  18.6,  26.2,  .140, SAS, .505, 7.3, 18.8, .161,  loss
SAS, .505, 7.3, 18.8, .161, CHI,  .517,  18.6,  26.2,  .140,  win
ATL,  .470,  10.5,  14.0,  .232, TOR, .506, 12.1, 28.9, .256,  loss
TOR, .506, 12.1, 28.9, .256, ATL,  .470,  10.5,  14.0,  .232,  win
HOU,  .483,  14.7,  32.6,  .193, BOS, .418, 11.9, 28.6, .242,  win
BOS, .418, 11.9, 28.6, .242, HOU,  .483,  14.7,  32.6,  .193,  loss
MIA,  .571,  7.4,  22.0,  .154, CHI, .519, 17.0, 17.1, .148,  win
CHI, .519, 17.0, 17.1, .148, MIA,  .571,  7.4,  22.0,  .154,  loss
DET,  .533,  12.0,  9.7,  .289, CHO, .566, 9.5, 23.1, .289,  loss
CHO, .566, 9.5, 23.1, .289, DET,  .533,  12.0,  9.7,  .289,  win
POR,  .541,  7.7,  14.9,  .221, GSW, .551, 7.0, 33.3, .337,  loss
GSW, .551, 7.0, 33.3, .337, POR,  .541,  7.7,  14.9,  .221,  win
NYK,  .434,  13.0,  29.2,  .265, LAC, .524, 12.4, 22.7, .141,  loss
LAC, .524, 12.4, 22.7, .141, NYK,  .434,  13.0,  29.2,  .265,  win
NOP,  .474,  13.3,  27.3,  .240, MEM, .521, 8.3, 18.9, .219,  loss
MEM, .521, 8.3, 18.9, .219, NOP,  .474,  13.3,  27.3,  .240,  win
MIN,  .471,  11.2,  13.6,  .209, OKC, .464, 20.2, 34.0, .214,  win
OKC, .464, 20.2, 34.0, .214, MIN,  .471,  11.2,  13.6,  .209,  loss
BRK,  .408,  11.0,  22.4,  .207, PHI, .506, 15.0, 26.8, .119,  loss
PHI, .506, 15.0, 26.8, .119, BRK,  .408,  11.0,  22.4,  .207,  win
ORL,  .544,  16.8,  32.4,  .266, SAC, .443, 14.7, 23.5, .250,  win
SAC, .443, 14.7, 23.5, .250, ORL,  .544,  16.8,  32.4,  .266,  loss
WAS,  .481,  13.5,  13.6,  .200, UTA, .634, 17.7, 14.8, .433,  loss
UTA, .634, 17.7, 14.8, .433, WAS,  .481,  13.5,  13.6,  .200,  win
MEM,  .379,  13.7,  33.9,  .116, ATL, .494, 10.7, 17.4, .143,  loss
ATL, .494, 10.7, 17.4, .143, MEM,  .379,  13.7,  33.9,  .116,  win
HOU,  .489,  7.9,  29.2,  .194, CHO, .631, 10.4, 27.8, .159,  loss
CHO, .631, 10.4, 27.8, .159, HOU,  .489,  7.9,  29.2,  .194,  win
IND,  .525,  13.0,  21.4,  .333, DAL, .529, 12.3, 17.5, .176,  win
DAL, .529, 12.3, 17.5, .176, IND,  .525,  13.0,  21.4,  .333,  loss
WAS,  .459,  16.1,  25.5,  .244, DEN, .575, 18.5, 26.5, .300,  loss
DEN, .575, 18.5, 26.5, .300, WAS,  .459,  16.1,  25.5,  .244,  win
PHO,  .549,  10.6,  20.5,  .163, GSW, .565, 7.5, 15.6, .333,  loss
GSW, .565, 7.5, 15.6, .333, PHO,  .549,  10.6,  20.5,  .163,  win
NOP,  .427,  14.0,  22.9,  .180, MIL, .519, 13.3, 12.2, .235,  loss
MIL, .519, 13.3, 12.2, .235, NOP,  .427,  14.0,  22.9,  .180,  win
DET,  .588,  11.4,  28.6,  .198, PHI, .524, 11.1, 13.0, .274,  win
PHI, .524, 11.1, 13.0, .274, DET,  .588,  11.4,  28.6,  .198,  loss
ORL,  .412,  13.2,  20.8,  .099, POR, .661, 14.4, 24.3, .119,  loss
POR, .661, 14.4, 24.3, .119, ORL,  .412,  13.2,  20.8,  .099,  win
OKC,  .395,  17.1,  36.7,  .259, SAS, .424, 10.3, 25.5, .247,  loss
SAS, .424, 10.3, 25.5, .247, OKC,  .395,  17.1,  36.7,  .259,  win
MIA,  .423,  10.6,  31.4,  .214, TOR, .476, 11.4, 18.4, .381,  loss
TOR, .476, 11.4, 18.4, .381, MIA,  .423,  10.6,  31.4,  .214,  win
IND,  .408,  15.1,  14.6,  .046, ATL, .559, 14.4, 22.5, .106,  loss
ATL, .559, 14.4, 22.5, .106, IND,  .408,  15.1,  14.6,  .046,  win
MIL,  .539,  8.4,  34.9,  .146, BRK, .643, 20.9, 10.3, .143,  win
BRK, .643, 20.9, 10.3, .143, MIL,  .539,  8.4,  34.9,  .146,  loss
CLE,  .595,  7.9,  23.7,  .167, LAC, .468, 10.3, 11.1, .203,  win
LAC, .468, 10.3, 11.1, .203, CLE,  .595,  7.9,  23.7,  .167,  loss
NYK,  .473,  10.3,  12.5,  .253, LAL, .418, 8.7, 20.0, .188,  win
LAL, .418, 8.7, 20.0, .188, NYK,  .473,  10.3,  12.5,  .253,  loss
UTA,  .549,  14.9,  28.2,  .220, SAC, .525, 10.0, 18.2, .173,  win
SAC, .525, 10.0, 18.2, .173, UTA,  .549,  14.9,  28.2,  .220,  loss
DAL,  .534,  12.9,  15.4,  .161, CHO, .487, 14.2, 16.3, .289,  win
CHO, .487, 14.2, 16.3, .289, DAL,  .534,  12.9,  15.4,  .161,  loss
NOP,  .414,  6.9,  30.9,  .323, GSW, .654, 16.5, 25.8, .235,  loss
GSW, .654, 16.5, 25.8, .235, NOP,  .414,  6.9,  30.9,  .323,  win
MEM,  .317,  14.4,  38.4,  .168, HOU, .635, 11.5, 21.1, .259,  loss
HOU, .635, 11.5, 21.1, .259, MEM,  .317,  14.4,  38.4,  .168,  win
DEN,  .565,  10.5,  32.5,  .151, MIA, .646, 13.3, 18.2, .278,  loss
MIA, .646, 13.3, 18.2, .278, DEN,  .565,  10.5,  32.5,  .151,  win
POR,  .379,  9.7,  25.0,  .275, OKC, .645, 12.1, 28.6, .253,  loss
OKC, .645, 12.1, 28.6, .253, POR,  .379,  9.7,  25.0,  .275,  win
MIN,  .464,  14.1,  13.6,  .310, PHO, .479, 18.1, 38.8, .168,  loss
PHO, .479, 18.1, 38.8, .168, MIN,  .464,  14.1,  13.6,  .310,  win
CHI,  .548,  8.0,  20.0,  .217, TOR, .482, 4.9, 25.0, .325,  win
TOR, .482, 4.9, 25.0, .325, CHI,  .548,  8.0,  20.0,  .217,  loss
CLE,  .455,  8.0,  28.9,  .057, UTA, .577, 13.5, 23.5, .169,  loss
UTA, .577, 13.5, 23.5, .169, CLE,  .455,  8.0,  28.9,  .057,  win
DET,  .424,  18.4,  23.9,  .177, WAS, .611, 9.3, 15.2, .156,  loss
WAS, .611, 9.3, 15.2, .156, DET,  .424,  18.4,  23.9,  .177,  win
PHI,  .528,  14.6,  19.1,  .239, BRK, .578, 10.4, 35.9, .300,  loss
BRK, .578, 10.4, 35.9, .300, PHI,  .528,  14.6,  19.1,  .239,  win
BOS,  .426,  11.1,  33.3,  .191, IND, .494, 11.9, 25.0, .238,  loss
IND, .494, 11.9, 25.0, .238, BOS,  .426,  11.1,  33.3,  .191,  win
SAC,  .506,  14.6,  11.4,  .329, LAL, .470, 18.7, 21.7, .226,  win
LAL, .470, 18.7, 21.7, .226, SAC,  .506,  14.6,  11.4,  .329,  loss
TOR,  .554,  9.0,  32.5,  .181, MIL, .455, 7.3, 22.2, .247,  win
MIL, .455, 7.3, 22.2, .247, TOR,  .554,  9.0,  32.5,  .181,  loss
DEN,  .556,  15.0,  19.4,  .263, ORL, .593, 12.4, 16.7, .247,  loss
ORL, .593, 12.4, 16.7, .247, DEN,  .556,  15.0,  19.4,  .263,  win
LAC,  .522,  14.2,  14.3,  .217, SAS, .585, 10.1, 35.3, .146,  loss
SAS, .585, 10.1, 35.3, .146, LAC,  .522,  14.2,  14.3,  .217,  win
OKC,  .552,  8.4,  38.1,  .250, BOS, .457, 9.5, 30.2, .258,  win
BOS, .457, 9.5, 30.2, .258, OKC,  .552,  8.4,  38.1,  .250,  loss
ORL,  .488,  8.0,  4.3,  .217, CHO, .455, 6.8, 28.3, .160,  loss
CHO, .455, 6.8, 28.3, .160, ORL,  .488,  8.0,  4.3,  .217,  win
DAL,  .513,  10.3,  10.3,  .215, CLE, .500, 14.6, 31.7, .125,  loss
CLE, .500, 14.6, 31.7, .125, DAL,  .513,  10.3,  10.3,  .215,  win
ATL,  .506,  10.3,  17.0,  .315, DET, .512, 11.4, 19.1, .333,  win
DET, .512, 11.4, 19.1, .333, ATL,  .506,  10.3,  17.0,  .315,  loss
NYK,  .434,  8.6,  20.8,  .066, GSW, .604, 11.1, 30.8, .121,  loss
GSW, .604, 11.1, 30.8, .121, NYK,  .434,  8.6,  20.8,  .066,  win
LAC,  .645,  10.0,  21.2,  .316, HOU, .543, 13.9, 33.3, .207,  win
HOU, .543, 13.9, 33.3, .207, LAC,  .645,  10.0,  21.2,  .316,  loss
MIN,  .634,  13.3,  22.6,  .338, MEM, .460, 8.4, 50.9, .160,  win
MEM, .460, 8.4, 50.9, .160, MIN,  .634,  13.3,  22.6,  .338,  loss
NOP,  .611,  7.6,  18.4,  .144, SAC, .517, 10.1, 18.6, .167,  win
SAC, .517, 10.1, 18.6, .167, NOP,  .611,  7.6,  18.4,  .144,  loss
CHI,  .437,  15.6,  19.1,  .230, WAS, .563, 13.2, 22.5, .205,  loss
WAS, .563, 13.2, 22.5, .205, CHI,  .437,  15.6,  19.1,  .230,  win
DEN,  .483,  12.9,  21.4,  .161, ATL, .575, 11.5, 18.9, .300,  loss
ATL, .575, 11.5, 18.9, .300, DEN,  .483,  12.9,  21.4,  .161,  win
BRK,  .500,  8.7,  26.1,  .186, CHI, .548, 8.2, 37.2, .160,  loss
CHI, .548, 8.2, 37.2, .160, BRK,  .500,  8.7,  26.1,  .186,  win
TOR,  .403,  11.8,  27.8,  .341, IND, .429, 12.2, 17.6, .176,  win
IND, .429, 12.2, 17.6, .176, TOR,  .403,  11.8,  27.8,  .341,  loss
CHO,  .541,  7.7,  21.4,  .186, MIA, .580, 14.9, 16.7, .253,  win
MIA, .580, 14.9, 16.7, .253, CHO,  .541,  7.7,  21.4,  .186,  loss
MEM,  .386,  13.1,  34.0,  .163, MIL, .527, 12.2, 23.7, .227,  loss
MIL, .527, 12.2, 23.7, .227, MEM,  .386,  13.1,  34.0,  .163,  win
WAS,  .478,  18.3,  27.3,  .144, PHI, .418, 9.7, 14.3, .198,  win
PHI, .418, 9.7, 14.3, .198, WAS,  .478,  18.3,  27.3,  .144,  loss
POR,  .494,  11.3,  29.8,  .247, SAS, .570, 6.8, 10.3, .233,  loss
SAS, .570, 6.8, 10.3, .233, POR,  .494,  11.3,  29.8,  .247,  win
PHO,  .378,  19.2,  19.2,  .085, UTA, .551, 14.8, 21.4, .068,  loss
UTA, .551, 14.8, 21.4, .068, PHO,  .378,  19.2,  19.2,  .085,  win
GSW,  .621,  10.6,  12.5,  .126, DAL, .489, 10.5, 22.9, .226,  win
DAL, .489, 10.5, 22.9, .226, GSW,  .621,  10.6,  12.5,  .126,  loss
SAC,  .532,  10.7,  17.5,  .304, DET, .543, 13.1, 36.4, .163,  loss
DET, .543, 13.1, 36.4, .163, SAC,  .532,  10.7,  17.5,  .304,  win
MIN,  .541,  11.2,  27.5,  .224, HOU, .629, 15.7, 35.1, .106,  loss
HOU, .629, 15.7, 35.1, .106, MIN,  .541,  11.2,  27.5,  .224,  win
PHO,  .404,  9.9,  30.9,  .258, LAL, .395, 11.0, 23.1, .256,  win
LAL, .395, 11.0, 23.1, .256, PHO,  .404,  9.9,  30.9,  .258,  loss
POR,  .519,  11.2,  16.2,  .462, NOP, .542, 6.8, 7.1, .265,  win
NOP, .542, 6.8, 7.1, .265, POR,  .519,  11.2,  16.2,  .462,  loss
CLE,  .586,  17.8,  25.0,  .263, ORL, .518, 12.4, 22.0, .220,  win
ORL, .518, 12.4, 22.0, .220, CLE,  .586,  17.8,  25.0,  .263,  loss
OKC,  .545,  17.1,  38.1,  .157, PHI, .449, 7.3, 17.5, .191,  win
PHI, .449, 7.3, 17.5, .191, OKC,  .545,  17.1,  38.1,  .157,  loss
BOS,  .494,  14.7,  17.5,  .122, TOR, .565, 12.0, 18.9, .234,  loss
TOR, .565, 12.0, 18.9, .234, BOS,  .494,  14.7,  17.5,  .122,  win
HOU,  .423,  14.8,  32.6,  .310, ATL, .580, 14.6, 20.0, .080,  loss
ATL, .580, 14.6, 20.0, .080, HOU,  .423,  14.8,  32.6,  .310,  win
UTA,  .453,  9.9,  32.6,  .081, CHI, .525, 11.5, 30.6, .100,  loss
CHI, .525, 11.5, 30.6, .100, UTA,  .453,  9.9,  32.6,  .081,  win
DEN,  .489,  11.8,  31.8,  .184, CHO, .476, 10.7, 17.8, .169,  win
CHO, .476, 10.7, 17.8, .169, DEN,  .489,  11.8,  31.8,  .184,  loss
BRK,  .556,  9.2,  16.7,  .175, DET, .543, 5.5, 30.6, .138,  loss
DET, .543, 5.5, 30.6, .138, BRK,  .556,  9.2,  16.7,  .175,  win
OKC,  .588,  16.4,  25.7,  .263, IND, .536, 11.1, 18.2, .265,  win
IND, .536, 11.1, 18.2, .265, OKC,  .588,  16.4,  25.7,  .263,  loss
LAC,  .561,  14.4,  13.3,  .424, MEM, .512, 11.7, 40.9, .354,  loss
MEM, .512, 11.7, 40.9, .354, LAC,  .561,  14.4,  13.3,  .424,  win
CLE,  .592,  14.6,  9.4,  .145, MIA, .613, 10.5, 36.1, .226,  loss
MIA, .613, 10.5, 36.1, .226, CLE,  .592,  14.6,  9.4,  .145,  win
GSW,  .433,  10.4,  15.2,  .098, SAS, .462, 16.5, 31.8, .192,  loss
SAS, .462, 16.5, 31.8, .192, GSW,  .433,  10.4,  15.2,  .098,  win
NYK,  .457,  16.1,  20.9,  .185, WAS, .494, 7.8, 19.5, .149,  loss
WAS, .494, 7.8, 19.5, .149, NYK,  .457,  16.1,  20.9,  .185,  win
POR,  .490,  10.7,  34.4,  .173, DAL, .635, 13.9, 21.1, .213,  loss
DAL, .635, 13.9, 21.1, .213, POR,  .490,  10.7,  34.4,  .173,  win
UTA,  .488,  16.0,  39.0,  .157, MIL, .546, 15.2, 6.7, .215,  win
MIL, .546, 15.2, 6.7, .215, UTA,  .488,  16.0,  39.0,  .157,  loss
LAC,  .463,  10.7,  13.7,  .354, NOP, .542, 20.6, 26.3, .451,  loss
NOP, .542, 20.6, 26.3, .451, LAC,  .463,  10.7,  13.7,  .354,  win
SAC,  .438,  10.5,  25.0,  .125, NYK, .374, 12.5, 33.9, .132,  win
NYK, .374, 12.5, 33.9, .132, SAC,  .438,  10.5,  25.0,  .125,  loss
BOS,  .543,  11.2,  33.3,  .191, PHI, .467, 9.6, 23.5, .207,  win
PHI, .467, 9.6, 23.5, .207, BOS,  .543,  11.2,  33.3,  .191,  loss
ORL,  .530,  11.7,  18.4,  .145, TOR, .469, 9.0, 29.8, .358,  loss
TOR, .469, 9.0, 29.8, .358, ORL,  .530,  11.7,  18.4,  .145,  win
WAS,  .577,  8.3,  22.5,  .132, ATL, .571, 14.1, 5.4, .167,  win
ATL, .571, 14.1, 5.4, .167, WAS,  .577,  8.3,  22.5,  .132,  loss
ORL,  .446,  9.8,  27.5,  .140, BOS, .512, 12.8, 22.5, .235,  loss
BOS, .512, 12.8, 22.5, .235, ORL,  .446,  9.8,  27.5,  .140,  win
SAC,  .506,  16.7,  32.6,  .148, CHI, .516, 8.2, 23.4, .165,  loss
CHI, .516, 8.2, 23.4, .165, SAC,  .506,  16.7,  32.6,  .148,  win
SAS,  .453,  14.9,  20.0,  .116, CHO, .448, 12.8, 20.8, .149,  loss
CHO, .448, 12.8, 20.8, .149, SAS,  .453,  14.9,  20.0,  .116,  win
DEN,  .444,  14.8,  22.2,  .235, CLE, .645, 11.4, 24.2, .151,  loss
CLE, .645, 11.4, 24.2, .151, DEN,  .444,  14.8,  22.2,  .235,  win
MIL,  .572,  14.1,  14.7,  .053, DET, .465, 11.5, 22.2, .153,  loss
DET, .465, 11.5, 22.2, .153, MIL,  .572,  14.1,  14.7,  .053,  win
PHI,  .413,  14.8,  20.8,  .113, IND, .494, 12.2, 17.1, .136,  loss
IND, .494, 12.2, 17.1, .136, PHI,  .413,  14.8,  20.8,  .113,  win
GSW,  .540,  14.1,  32.5,  .172, MIN, .482, 13.6, 24.4, .305,  win
MIN, .482, 13.6, 24.4, .305, GSW,  .540,  14.1,  32.5,  .172,  loss
MEM,  .478,  11.7,  21.7,  .189, PHO, .467, 15.7, 20.5, .342,  win
PHO, .467, 15.7, 20.5, .342, MEM,  .478,  11.7,  21.7,  .189,  loss
CHO,  .537,  8.1,  7.3,  .207, BRK, .514, 15.7, 15.4, .324,  win
BRK, .514, 15.7, 15.4, .324, CHO,  .537,  8.1,  7.3,  .207,  loss
MEM,  .525,  18.2,  31.0,  .200, LAL, .545, 18.6, 35.5, .299,  loss
LAL, .545, 18.6, 35.5, .299, MEM,  .525,  18.2,  31.0,  .200,  win
MIA,  .517,  10.7,  31.1,  .250, NOP, .431, 10.7, 22.0, .276,  win
NOP, .431, 10.7, 22.0, .276, MIA,  .517,  10.7,  31.1,  .250,  loss
HOU,  .505,  13.1,  28.3,  .152, OKC, .495, 11.1, 27.7, .231,  loss
OKC, .495, 11.1, 27.7, .231, HOU,  .505,  13.1,  28.3,  .152,  win
TOR,  .382,  10.1,  26.8,  .124, BOS, .488, 8.2, 15.9, .163,  loss
BOS, .488, 8.2, 15.9, .163, TOR,  .382,  10.1,  26.8,  .124,  win
NYK,  .598,  9.7,  33.3,  .126, CHI, .555, 6.2, 13.3, .195,  win
CHI, .555, 6.2, 13.3, .195, NYK,  .598,  9.7,  33.3,  .126,  loss
MIL,  .581,  13.9,  28.6,  .138, CLE, .542, 11.2, 44.7, .277,  loss
CLE, .542, 11.2, 44.7, .277, MIL,  .581,  13.9,  28.6,  .138,  win
PHI,  .473,  8.2,  17.0,  .149, DEN, .474, 14.6, 15.9, .421,  loss
DEN, .474, 14.6, 15.9, .421, PHI,  .473,  8.2,  17.0,  .149,  win
ORL,  .439,  5.3,  32.1,  .163, DET, .606, 14.2, 25.0, .263,  loss
DET, .606, 14.2, 25.0, .263, ORL,  .439,  5.3,  32.1,  .163,  win
LAC,  .471,  9.4,  17.0,  .212, GSW, .534, 10.8, 22.4, .241,  loss
GSW, .534, 10.8, 22.4, .241, LAC,  .471,  9.4,  17.0,  .212,  win
UTA,  .474,  20.4,  31.7,  .208, HOU, .507, 14.3, 10.3, .162,  win
HOU, .507, 14.3, 10.3, .162, UTA,  .474,  20.4,  31.7,  .208,  loss
SAC,  .505,  14.4,  29.2,  .132, MIN, .594, 15.3, 25.7, .225,  loss
MIN, .594, 15.3, 25.7, .225, SAC,  .505,  14.4,  29.2,  .132,  win
LAL,  .457,  8.7,  27.5,  .237, PHO, .575, 11.3, 35.7, .129,  loss
PHO, .575, 11.3, 35.7, .129, LAL,  .457,  8.7,  27.5,  .237,  win
DAL,  .484,  14.4,  23.9,  .104, POR, .489, 11.5, 23.4, .247,  loss
POR, .489, 11.5, 23.4, .247, DAL,  .484,  14.4,  23.9,  .104,  win
MIA,  .526,  14.5,  15.0,  .091, SAS, .568, 9.8, 25.0, .247,  loss
SAS, .568, 9.8, 25.0, .247, MIA,  .526,  14.5,  15.0,  .091,  win
ATL,  .637,  14.6,  17.5,  .179, WAS, .489, 15.6, 22.7, .120,  win
WAS, .489, 15.6, 22.7, .120, ATL,  .637,  14.6,  17.5,  .179,  loss
CLE,  .494,  13.1,  23.4,  .079, BRK, .506, 8.5, 22.7, .157,  loss
BRK, .506, 8.5, 22.7, .157, CLE,  .494,  13.1,  23.4,  .079,  win
NOP,  .435,  14.9,  18.0,  .118, IND, .500, 13.2, 7.3, .165,  loss
IND, .500, 13.2, 7.3, .165, NOP,  .435,  14.9,  18.0,  .118,  win
POR,  .438,  13.8,  20.0,  .300, LAC, .476, 14.5, 25.6, .220,  loss
LAC, .476, 14.5, 25.6, .220, POR,  .438,  13.8,  20.0,  .300,  win
CHI,  .449,  7.6,  14.9,  .157, NYK, .599, 17.0, 15.6, .197,  loss
NYK, .599, 17.0, 15.6, .197, CHI,  .449,  7.6,  14.9,  .157,  win
UTA,  .514,  17.8,  23.7,  .219, OKC, .596, 13.1, 27.0, .169,  loss
OKC, .596, 13.1, 27.0, .169, UTA,  .514,  17.8,  23.7,  .219,  win
MIL,  .435,  13.6,  36.4,  .202, ATL, .448, 9.5, 34.0, .144,  loss
ATL, .448, 9.5, 34.0, .144, MIL,  .435,  13.6,  36.4,  .202,  win
CHO,  .473,  6.4,  13.0,  .183, DET, .505, 12.0, 30.0, .220,  loss
DET, .505, 12.0, 30.0, .220, CHO,  .473,  6.4,  13.0,  .183,  win
DAL,  .542,  9.5,  31.3,  .167, GSW, .608, 6.7, 16.3, .239,  loss
GSW, .608, 6.7, 16.3, .239, DAL,  .542,  9.5,  31.3,  .167,  win
TOR,  .484,  8.7,  30.0,  .191, HOU, .593, 14.2, 30.2, .198,  loss
HOU, .593, 14.2, 30.2, .198, TOR,  .484,  8.7,  30.0,  .191,  win
DEN,  .532,  7.9,  26.5,  .170, LAL, .494, 10.2, 16.7, .247,  win
LAL, .494, 10.2, 16.7, .247, DEN,  .532,  7.9,  26.5,  .170,  loss
ORL,  .464,  12.7,  29.8,  .226, MIA, .531, 10.4, 30.0, .288,  loss
MIA, .531, 10.4, 30.0, .288, ORL,  .464,  12.7,  29.8,  .226,  win
PHO,  .420,  17.4,  31.0,  .160, SAC, .483, 10.1, 23.5, .322,  loss
SAC, .483, 10.1, 23.5, .322, PHO,  .420,  17.4,  31.0,  .160,  win
MEM,  .572,  10.1,  21.6,  .108, SAS, .617, 14.2, 25.8, .195,  loss
SAS, .617, 14.2, 25.8, .195, MEM,  .572,  10.1,  21.6,  .108,  win
MIN,  .573,  11.7,  20.0,  .229, WAS, .565, 11.3, 27.7, .160,  win
WAS, .565, 11.3, 27.7, .160, MIN,  .573,  11.7,  20.0,  .229,  loss
IND,  .552,  17.4,  15.4,  .325, BRK, .578, 17.7, 21.9, .403,  loss
BRK, .578, 17.7, 21.9, .403, IND,  .552,  17.4,  15.4,  .325,  win
ATL,  .521,  3.8,  11.4,  .137, DET, .426, 9.9, 29.2, .227,  win
DET, .426, 9.9, 29.2, .227, ATL,  .521,  3.8,  11.4,  .137,  loss
CHO,  .662,  8.8,  15.2,  .230, MIL, .464, 9.0, 23.1, .155,  win
MIL, .464, 9.0, 23.1, .155, CHO,  .662,  8.8,  15.2,  .230,  loss
UTA,  .524,  12.2,  17.9,  .072, MIN, .405, 9.8, 19.1, .190,  win
MIN, .405, 9.8, 19.1, .190, UTA,  .524,  12.2,  17.9,  .072,  loss
TOR,  .616,  13.2,  20.6,  .342, NOP, .459, 6.9, 18.0, .153,  win
NOP, .459, 6.9, 18.0, .153, TOR,  .616,  13.2,  20.6,  .342,  loss
CLE,  .530,  8.7,  32.6,  .229, NYK, .468, 8.1, 20.8, .241,  win
NYK, .468, 8.1, 20.8, .241, CLE,  .530,  8.7,  32.6,  .229,  loss
SAS,  .453,  11.4,  27.7,  .163, OKC, .559, 15.5, 38.2, .188,  loss
OKC, .559, 15.5, 38.2, .188, SAS,  .453,  11.4,  27.7,  .163,  win
CHI,  .443,  12.0,  22.4,  .125, ORL, .579, 12.1, 29.3, .090,  loss
ORL, .579, 12.1, 29.3, .090, CHI,  .443,  12.0,  22.4,  .125,  win
BOS,  .464,  16.5,  34.7,  .286, PHO, .476, 17.5, 27.3, .212,  win
PHO, .476, 17.5, 27.3, .212, BOS,  .464,  16.5,  34.7,  .286,  loss
PHI,  .473,  11.2,  18.2,  .183, POR, .462, 8.8, 20.4, .264,  loss
POR, .462, 8.8, 20.4, .264, PHI,  .473,  11.2,  18.2,  .183,  win
PHI,  .522,  11.2,  19.6,  .122, GSW, .614, 16.4, 20.0, .181,  loss
GSW, .614, 16.4, 20.0, .181, PHI,  .522,  11.2,  19.6,  .122,  win
HOU,  .488,  12.6,  23.9,  .212, IND, .523, 11.9, 31.3, .149,  loss
IND, .523, 11.9, 31.3, .149, HOU,  .488,  12.6,  23.9,  .212,  win
DEN,  .431,  13.1,  42.6,  .096, LAC, .538, 13.3, 41.5, .238,  loss
LAC, .538, 13.3, 41.5, .238, DEN,  .431,  13.1,  42.6,  .096,  win
WAS,  .590,  17.5,  16.7,  .222, LAL, .420, 16.0, 25.0, .172,  win
LAL, .420, 16.0, 25.0, .172, WAS,  .590,  17.5,  16.7,  .222,  loss
DAL,  .523,  11.7,  25.5,  .216, SAC, .677, 10.4, 17.1, .268,  loss
SAC, .677, 10.4, 17.1, .268, DAL,  .523,  11.7,  25.5,  .216,  win
ATL,  .453,  7.6,  14.9,  .294, CHI, .420, 5.9, 30.5, .104,  win
CHI, .420, 5.9, 30.5, .104, ATL,  .453,  7.6,  14.9,  .294,  loss
